Prefixo,Nexthop,as-path,Origem Prefixo
134.119.84.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
160.238.220.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262992', '266555'])"
103.16.204.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
2405:1c0:6713::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
202.203.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '138378'])"
101.33.172.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '45090'])"
194.34.8.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32787', '65011'])"
72.172.162.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15102', '22457'])"
195.133.64.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25369', '49558'])"
216.107.20.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
2001:559:c3fb::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
2400:4c80:100c::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7632', '55794'])"
43.240.196.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4811', '138421'])"
134.119.14.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
175.102.17.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
2a01:618:402::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137502', '43519'])"
112.213.110.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
101.255.180.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['38511', '55682'])"
2605:3380:4dfe::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12025', '395174'])"
216.177.25.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['10367', '63009'])"
158.26.0.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65200', '1766'])"
69.53.247.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
209.197.27.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
141.138.214.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['42708', '12552'])"
103.142.173.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137969', '134578'])"
202.43.152.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
177.73.144.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266286', '262570'])"
2620:116:800d::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['27281', '16509'])"
102.36.164.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['328534', '16'])"
2001:559:74::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
120.92.96.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '59019'])"
118.193.168.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
91.238.33.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['49367', '50142'])"
173.214.184.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['834', '60117'])"
156.154.55.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
103.202.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
43.226.23.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
201.7.209.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65507', '61808'])"
91.236.182.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31800', '57920'])"
91.149.193.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['48357', '56655'])"
103.252.228.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['198949', '55303'])"
170.146.6.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65526'])"
102.68.124.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['21491', '328462'])"
206.251.64.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
2a01:d0:7fff::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8772', '29632'])"
120.133.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '133119'])"
2405:1c0:6833::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.136.187.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['138576', '41378'])"
103.241.74.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
211.151.226.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '9802'])"
190.90.204.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
2806:300:2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28387', '64512'])"
75.76.0.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12083', '11776'])"
198.41.255.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['202623', '132892'])"
114.116.128.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2602:fcd3:10::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['212934', '52210'])"
213.193.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['36962', '28698'])"
190.108.86.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
91.225.188.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1', '197592'])"
154.65.18.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['37727', '328303'])"
2403:41c0:4000::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63969', '58715'])"
2804:2314:1::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28271', '262811'])"
46.31.0.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51764', '41942'])"
2804:7e1c::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{4,5839,4,9459}', '271603'])"
170.146.1.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65523'])"
44.16.10.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['201106', '50131'])"
91.233.174.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25233', '8895'])"
134.119.128.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
216.117.35.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62', '13767'])"
2804:4024:fffa::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['265937', '65530'])"
2001:503:39c1::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396557', '396554', '396541', '396577', '397203', '20172', '397197'])"
2001:ac0:c800::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12541', '8903'])"
45.150.210.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64520', '32787'])"
134.119.117.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
78.178.86.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
207.54.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['19404', '13649'])"
192.184.73.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['27281', '14618'])"
170.146.234.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65516'])"
192.173.80.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
103.25.36.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
109.239.48.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
199.85.127.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
210.79.58.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65100', '136169'])"
161.186.148.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17347', '23503'])"
170.146.157.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22812', '64962'])"
174.128.127.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63335', '65096'])"
64.191.44.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33549', '394369'])"
2405:1c0:6252::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
223.26.58.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
2401:4900:634e::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '45609'])"
2401:cf80:6022::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
101.33.160.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['132203', '45090'])"
190.94.176.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262589', '262195'])"
104.143.111.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
2405:1c0:6863::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.3.196.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55871', '17755'])"
2405:1c0:6233::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
42.240.144.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
2a05:2d07::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20473', '198507'])"
67.219.30.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
213.192.200.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
194.0.9.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['2486', '2484'])"
38.64.76.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
121.54.174.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
45.156.144.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['210703', '834'])"
117.50.64.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
81.19.195.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396554', '396555', '396577', '397203', '396558', '396559'])"
187.190.91.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
2405:1c0:6831::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
2405:1c0:6613::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
2001:dce:d454::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45285', '38064'])"
91.103.83.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['47973', '202013'])"
124.251.32.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
170.18.32.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65000', '16780'])"
216.171.95.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32098', '400012'])"
202.89.0.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
45.250.40.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58461', '56041'])"
217.12.232.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64520', '48932'])"
2405:1c0:6264::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
193.27.78.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31216', '4455'])"
2607:fb10:5096::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55095', '2906'])"
2001:67c:10b8::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1921', '207021'])"
46.8.177.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2001:500:4431::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396554', '396555', '396542', '396549', '397207', '36630', '10515'])"
154.209.228.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
193.221.90.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9890', '21150'])"
219.232.120.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
108.165.214.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134176', '211432'])"
2606:ae80:1472::/47,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25751', '26762'])"
74.204.145.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
155.144.47.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64703', '17756'])"
216.240.240.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
91.215.94.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58343', '57208'])"
154.223.169.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
212.163.48.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
176.221.40.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
204.68.170.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['19740', '396026'])"
216.206.110.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14990', '701'])"
206.147.142.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['5715', '40160'])"
43.240.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
134.119.107.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
176.56.56.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31708', '21396'])"
200.233.45.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
116.198.160.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4812', '138421'])"
103.82.155.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20473', '56057'])"
2607:f4e8:ac2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['23059', '22822'])"
192.12.94.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396583', '396574', '396540', '396568', '396549', '396559'])"
103.43.172.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64021', '137451'])"
134.119.37.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
83.243.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['31216', '4455'])"
2403:41c0::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63969', '58715'])"
2403:41c0::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63969', '58715'])"
175.25.32.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
154.211.22.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
223.16.192.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9304', '18116'])"
202.44.64.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
120.132.56.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2400:c800:610::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4760', '4515'])"
209.62.234.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
2a04:a147::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20473', '198507'])"
23.19.196.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28753', '7203', '30633', '60781'])"
182.175.243.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
213.179.210.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['206570', '49544'])"
45.152.113.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30058', '56971'])"
192.71.85.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58343', '57208'])"
156.154.159.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397220', '397228', '397241', '397215'])"
222.16.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24357'])"
5.252.94.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51487', '209910'])"
194.76.218.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '9009'])"
185.192.17.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['209014', '49321'])"
202.91.136.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['38174', '24391'])"
159.255.216.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15830', '47886'])"
158.106.98.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33549', '394369'])"
24.112.123.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
114.67.192.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136958', '58466'])"
118.26.160.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
123.253.96.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59362', '136561'])"
198.99.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14618', '21547'])"
190.90.93.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
104.76.196.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
134.119.33.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
118.184.79.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2401:47c0:1000::/36,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['140951', '41095'])"
193.120.164.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['199256', '56410'])"
139.220.194.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '17638'])"
208.71.179.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['36329', '11626'])"
2405:1c0:6872::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
149.117.1.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7809', '397635', '10209'])"
2001:559:8421::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
2001:67c:21e0::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['39029', '2116'])"
103.52.146.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['147155', '59147'])"
2610:a1:1023::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397237', '397228', '397231'])"
103.25.232.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7482', '4780'])"
66.115.96.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
2001:559:83b2::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
2610:a1:1010::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397218', '397231'])"
160.116.100.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
24.112.22.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
2a09:ec00::/29,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29134', '39392'])"
2605:3c80:fc::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65111', '32787'])"
134.119.90.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
2001:503:d2d::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396545', '396555', '396566', '396558', '19836', '397195'])"
155.178.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4046', '22773'])"
192.188.69.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['211393', '5482'])"
141.145.48.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7160', '43894'])"
2a0b:4341:b02::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['142616', '57695'])"
141.193.178.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64513', '53292'])"
213.193.33.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['36962', '28698'])"
195.242.198.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25019', '35819'])"
167.219.144.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
168.146.112.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29016', '11892', '9823'])"
2602:fbdb:30::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['60024', '41378'])"
208.114.78.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
167.88.57.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22075', '3949'])"
2405:1c0:6871::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
120.92.10.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '59019'])"
146.127.40.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14733', '6303'])"
162.220.152.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54240', '10730'])"
217.140.16.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
190.90.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
216.117.48.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62', '13767'])"
180.186.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['56048', '23724'])"
85.237.192.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['35375', '61317'])"
45.130.187.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396356', '209372'])"
67.55.24.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11814', '33139'])"
2a0b:4342:1a30::/44,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['57695', '917'])"
2401:cf80:603d::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
205.210.165.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['997', '18254'])"
103.45.69.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
202.4.0.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64513', '7306'])"
2a09:d940::/29,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['201466', '209202'])"
0.0.0.0/0,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['16735', '12956', '53013', '10429', '174', '3356'])"
185.66.60.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
185.105.64.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['16376', '39537'])"
180.150.176.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2a00:c00:f030::/47,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['3758', '24467'])"
202.152.176.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
66.181.144.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
213.170.42.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
