Prefixo,Nexthop,as-path,Origem Prefixo
118.193.146.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
103.74.174.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
194.42.220.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25215', '65224'])"
142.154.240.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26677', '22652'])"
2a02:850:ffe7::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1921', '207021'])"
212.80.188.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
167.219.36.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
43.228.124.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133322', '24549'])"
177.47.212.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262473', '65006'])"
213.109.189.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['207710', '209372'])"
116.213.192.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '56048', '4847'])"
67.55.9.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11814', '33139'])"
103.135.250.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54574', '906'])"
206.225.29.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6428', '400238'])"
2001::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6939', '1101', '50058'])"
191.97.53.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
2405:1c0:6732::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
223.202.132.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
113.209.128.0/17,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
74.50.5.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['834', '60721'])"
66.115.112.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
198.212.230.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7015', '21547'])"
123.103.56.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
103.85.132.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['150562', '134319'])"
185.213.156.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51408', '41525'])"
209.99.40.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['203', '40034'])"
2405:1c0:6563::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
24.112.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
103.172.40.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['983', '38136'])"
12.220.103.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30572', '65199'])"
200.136.178.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1251', '1916'])"
151.139.18.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
223.202.67.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
203.32.185.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55871', '17755'])"
203.196.0.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9308', '9802'])"
211.154.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
180.222.169.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
170.231.152.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['263424', '65010'])"
123.51.28.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
123.51.28.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
185.100.158.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62240', '209372'])"
141.138.208.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['42708', '12552'])"
216.153.50.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33425', '65532'])"
103.19.188.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
103.19.188.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
209.136.246.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30525', '399454'])"
111.95.244.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7632', '55794'])"
111.95.244.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7632', '55794'])"
182.255.27.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24182', '2418'])"
151.124.176.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63222', '30598'])"
197.255.50.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['35074', '37480'])"
190.90.100.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
205.166.171.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['203', '26845'])"
213.170.52.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
139.104.98.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['23344', '398849'])"
156.154.73.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
199.5.61.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33491', '19409'])"
5.175.80.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15830', '47886'])"
202.90.104.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
192.133.105.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
38.135.216.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{1027}', '55140'])"
2a01:8840:dd::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['207266', '12041'])"
199.7.69.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397231', '397213', '397217'])"
190.90.9.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
170.48.27.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64730', '13348'])"
170.194.136.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
121.127.231.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
101.251.224.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
158.26.72.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4291100673', '1766'])"
66.146.29.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
103.24.116.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4812'])"
2405:1c0:6634::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
46.52.244.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['21353', '12772'])"
210.90.47.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17841', '17574'])"
2001:559:83b0::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33659', '33287'])"
2610:a1:1079::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397215'])"
2400:4c80:1007::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7632', '55794'])"
76.77.147.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62', '13767'])"
141.193.180.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64513', '53292'])"
213.192.213.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
184.27.254.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
2c0f:fed8::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22822', '37277'])"
154.73.68.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['327783', '37122'])"
202.95.7.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
206.246.86.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
138.186.66.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28405', '265561'])"
185.236.248.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51487', '209910'])"
185.236.248.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['51487', '209910'])"
156.154.72.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397220', '397228', '397241', '397215'])"
67.202.186.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
50.225.246.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396021', '395974'])"
5.180.139.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['50113', '207569'])"
45.5.176.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['266194', '264107'])"
2610:a1:1019::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397215'])"
196.175.248.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{37140}', '37140'])"
170.48.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11406', '65407'])"
95.164.80.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8772', '29632'])"
147.12.24.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200596', '211316'])"
46.8.181.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
208.85.228.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
208.85.228.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
65.98.214.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14265', '17358'])"
118.193.188.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
38.121.74.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['174', '13845'])"
178.171.70.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['213296', '209372'])"
2001:501:b1f9::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396545', '396555', '396566', '396558', '19836', '397195'])"
123.51.21.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45510', '38333'])"
45.140.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396356', '209372'])"
170.18.1.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65000', '16780'])"
217.12.233.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64520', '48932'])"
192.31.80.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396583', '396574', '396540', '396568', '396549', '396559'])"
210.32.128.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24367', '4538'])"
68.233.64.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7160', '14506'])"
2806:2f0:8342::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '17072'])"
202.90.96.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
103.141.164.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['131178', '132730'])"
180.76.9.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55967', '38627'])"
194.104.5.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59729', '207710'])"
134.119.113.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
64.247.175.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['12206', '11992'])"
122.11.32.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2001:4de0:700::/40,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
213.9.190.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
116.63.192.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4811', '138421'])"
156.236.118.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
156.236.118.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
209.112.127.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396566', '396583', '396546', '396549', '397197'])"
185.174.135.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59711', '202391'])"
155.144.114.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64702', '17756'])"
2405:1c0:6753::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.202.120.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
37.200.96.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
103.218.219.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['134543', '63655'])"
190.211.162.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['52280', '262589'])"
66.146.6.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
2401:b400:7::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58448', '58811'])"
120.132.48.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
191.241.195.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['53061', '28273'])"
195.49.184.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['44266', '42516'])"
45.172.27.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['267808', '61490'])"
88.84.152.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15830', '47886'])"
116.89.248.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '132813'])"
125.208.33.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24409'])"
103.79.122.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
78.190.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
219.237.0.0/18,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17429', '24416'])"
114.113.112.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
2a00:1c3e:96::/47,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['50611', '8561'])"
103.49.62.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64021', '137451'])"
115.154.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24353', '4538'])"
185.122.214.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['203812', '16509'])"
216.117.60.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62', '13767'])"
122.15.88.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{38266,65001}', '{38266}'])"
150.107.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64021', '137451'])"
142.154.236.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26677', '22652'])"
134.119.81.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
216.177.2.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['10367', '63009'])"
103.84.8.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['136870', '17670'])"
103.185.54.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29761', '147194'])"
